id;n3;n2;n4;n117;id_localisation
426;0141689K;Public;IFSI CH Lisieux;;151
427;0141721V;Public;IFSI CHU Caen;;123
428;0141796B;Public;Lycée Salvador Allende;;436
429;0141856S;Public;IFSI CH Falaise;;698
430;0141857T;Public;IFSI CH Vire;;967
431;0141904U;Privé sous contrat d'association;MFREO La Bagotière;;955
432;0142059M;Public;Lycée Victor Hugo;;123
433;0142081L;Privé enseignement supérieur;IRTS Institut Régional du Travail Social Normandie Caen;;436
434;0142084P;Privé sous contrat d'association;Lycée Notre Dame De Fidélité;;123
435;0142107P;Public;Lycée Charles-De-Gaulle;;123
436;0142108R;Privé sous contrat d'association;Lycée Notre Dame De Nazareth;;1023
437;0142120D;Public;Lycée Charles Tellier;;908
438;0142124H;Privé enseignement supérieur;Ecole de management de Normandie - Campus de Caen;;123
439;0142132S;Public;Lycée Francois Rabelais;;362
440;0142133T;Public;Lycée Dumont d'Urville Laplace;;123
441;0142179T;Public;IUT GRAND OUEST NORMANDIE - Pôle de Caen - Site de Lisieux;;151
442;0142182W;Privé enseignement supérieur;BUILDERS Caen;;1222
443;0142218K;Public;IUT GRAND OUEST NORMANDIE - Pôle de Caen - Site d'Ifs;;362
444;0142257C;Public;IUT GRAND OUEST NORMANDIE - Pôle de Caen - Site de Vire;;967
445;0142326C;Public;IFMEM INST FORM MANIPULATEURS ELECTRORADIO. MEDIC. CHU CAEN;;123
446;0142374E;Public;ESIX Normandie - Université Caen Normandie;;123
447;0142409T;Public;Université de Caen Normandie - Campus 5 - UFR Santé;;123
448;0142428N;Privé enseignement supérieur;CESI Campus de Caen;;436
449;0142440B;Privé enseignement supérieur;ISEN Yncrea Ouest Caen;;123
450;0150006A;Public;Lycée Jean Monnet - Mermoz;;597
451;0150030B;Public;Lycée de Haute Auvergne;;53
452;0150037J;Public;ENILV - Georges Pompidou;;597
453;0150047V;Privé sous contrat d'association;Lycée de la Communication Saint Géraud;;597
454;0150634H;Public;IFSI CH Aurillac;;597
455;0150688S;Privé sous contrat d'association;MFR de Saint-Flour;;53
456;0150746E;Public;I.U.T Clermont Auvergne - site d'Aurillac;;597
457;0150747F;Public;Lycée de Mauriac;;1278
458;0160002R;Public;Lycée Guez De Balzac;;278
459;0160003S;Public;Lycée Marguerite De Valois;;278
460;0160004T;Public;Lycée Charles A. COULOMB;;278
461;0160006V;Public;Lycée d'Enseignement Général et Technologique Agricole Angouleme- L'Oisellerie;;243
462;0160010Z;Public;Lycée Elie Vinet;;85
463;0160020K;Public;Lycée Jean Monnet;;535
464;0160022M;Public;Lycée Emile Roux;;342
465;0160079Z;Privé sous contrat d'association;Lycée Sainte Marthe Chavagnes;;278
466;0160083D;Privé sous contrat d'association;Lycée Saint Joseph L'Amandier;;521
467;0160119T;Public;Lycée professionnel Louis Delage;;535
468;0160790X;Public;Ecole européenne supérieure de l'image d'Angoulême;;278
469;0160862A;Public;Lycée professionnel Jean Albert Gregoire;;543
470;0160980D;Privé sous contrat d'association;Lycée Privé Polyvalent Roc Fleuri;;784
471;0161002C;Privé sous contrat d'association;MFR Education Orientation des Charentes;;682
472;0161051F;Privé enseignement supérieur;IFSI CRC NA site d'Angoulême;;243
473;0161095D;Public;Lycée Image et Son;;278
474;0161125L;Public;I.U.T. Angoulême;;278
475;0161138A;Public;Université de Poitiers (Site d'Angoulême);;243
476;0161192J;Privé enseignement supérieur;CESI Campus d’Angoulême (La couronne);;243
477;0161254B;Privé sous contrat d'association;IFMEM CRC NA SITE D'ANGOULEME;;243
478;0170020E;Public;Lycée Emile Combes;;285
479;0170022G;Public;Lycée Maurice Merleau-Ponty;;832
480;0170025K;Public;Lycée professionnel Gilles Jamain;;832
481;0170027M;Public;Lycée René-Josué Valin;;158
482;0170028N;Public;Lycée Jean Dautet;;158
483;0170029P;Public;LPO Léonce Vieljeux;;158
484;0170031S;Public;Lycée professionnel Pierre Doriole;;158
485;0170042D;Public;Lycée Cordouan;;1188
486;0170051N;Public;Lycée Louis Audouin Dubreuil;;1199
487;0170058W;Public;Lycée Bellevue;;567
488;0170060Y;Public;Lycée Bernard Palissy;;567
489;0170070J;Public;Lycée polyvalent Du Pays D'Aunis;;1062
490;0170087C;Public;Lycée agricole Georges Desclaude;;567
491;0170100S;Privé sous contrat d'association;Lycée Fenelon;;158
492;0170135E;Public;Lycée Jean Hyppolite;;804
493;0170145R;Public;I.U.T. La Rochelle;;158
494;0171238D;Public;Lycée professionnel ROMPSAY;;158
495;0171325Y;Public;IFSI Rochefort;;832
496;0171327A;Public;IFSI CH Saintes;;567
497;0171405K;Public;Lycée des Métiers - Hotelier;;158
498;0171418Z;Public;Lycée Saint-Exupery;;158
499;0171427J;Privé enseignement supérieur;EXCELIA;;158
500;0171428K;Public;Lycée de la mer et du littoral;;174
501;0171432P;Public;Lycée professionnel maritime;;158
502;0171435T;Privé enseignement supérieur;EIGSI La Rochelle;;158
503;0171455P;Public;Lycée Marcel Dassault;;832
504;0171463Y;Public;La Rochelle Université;;158
505;0171499M;Public;IFSI CH La Rochelle;;158
506;0171552V;Privé sous contrat d'association;MFR Education Orientation de la Saintonge et de l'Aunis;;146
507;0171571R;Public;Lycée professionnel De L'Atlantique;;1188
508;0171622W;Privé enseignement supérieur;Ecole Supérieure du CipecMA;;921
509;0171623X;Privé enseignement supérieur;CESI Campus de La Rochelle;;1126
510;0180005H;Public;Lycée Alain-Fournier;;538
511;0180006J;Public;Lycée Marguerite De Navarre;;538
512;0180007K;Public;Lycée Jacques Coeur;;538
513;0180008L;Public;Lycée Pierre-Emile Martin;;538
514;0180024D;Public;Lycée Jean Moulin;;451
515;0180025E;Public;Lycée professionnel Jean Guehenno;;451
516;0180035R;Public;Lycée Edouard Vaillant;;1197
517;0180036S;Public;Lycée Henri Brisson;;1197
518;0180048E;Public;Ecole nationale supérieure d'art de Bourges;;538
519;0180561M;Privé sous contrat d'association;Lycée Sainte Marie Saint Dominique;;538
520;0180571Y;Privé sous contrat d'association;Lycée St Jean Baptiste De La Salle;;538
521;0180572Z;Privé sous contrat d'association;Lycée professionnel Saint Joseph;;1197
522;0180584M;Public;I.U.T de Bourges;;538
523;0180585N;Public;Campus du Haut-Berry - Bourges - Le Subdray - Lycée;;46
524;0180808F;Privé sous contrat d'association;IFSI Croix Rouge Française Bourges;;538
525;0180809G;Public;IFSI CH Vierzon;;1197
526;0180860M;Public;Université d'Orléans - Centre Univ. de Bourges (Bourges);;538
527;0180887S;Public;Université d'Orléans - Collegium Droit - Antenne de Bourges;;538
528;0180923F;Public;Centre de Ressources, d'Expertise et de Performance Sportive du Centre (CREPS);;538
529;0181001R;Privé hors contrat;Site ARDEQUAF - ERTS;;538
530;0181007X;Privé enseignement supérieur;INSTITUT DE FORMATION DES ERGOTHERAPEUTES;;538
531;0190008F;Public;Lycée professionnel BORT-ARTENSE;;905
532;0190010H;Public;Lycée Georges Cabanis;;599
533;0190011J;Public;Lycée d'Arsonval;;599
534;0190012K;Public;Lycée Simone Veil;;599
535;0190018S;Public;Lycée Pierre Caraminot;;491
536;0190027B;Public;Lycée professionnel Marcel Barbanceys;;478
537;0190032G;Public;Lycée Edmond Perrier;;527
538;0190034J;Public;Lycée professionnel Rene Cassin;;527
539;0190038N;Public;Lycée Bernart de Ventadour;;31
540;0190071Z;Privé hors contrat;IBSAC (Ecole secondaire professionnelle privée);;599
541;0190083M;Privé sous contrat d'association;Lycée Bahuet;;599
542;0190087S;Public;Lycée agricole HENRI QUEUILLE;;478
543;0190244M;Public;Campus du Végétal du pays de Brive;;606
544;0190609J;Public;Ecole Forestière de Meymac;;120
545;0190612M;Public;I.U.T du Limousin - site d'Egletons;;491
546;0190624A;Public;LEGTA Edgard PISANI de Tulle-Naves;;1131
547;0190701J;Public;Lycée professionnel Lavoisier;;599
548;0190763B;Public;IFSI CH de Tulle;;527
549;0190764C;Public;IFSI CH Ussel;;31
550;0190765D;Public;IFSI CH de Brive;;599
551;0190805X;Privé enseignement supérieur;EGC de Brive;;599
552;0190855B;Public;I.U.T du Limousin - site de Brive;;599
553;0190862J;Public;I.U.T du Limousin - site de Tulle;;527
554;0195014X;Public;Université de Limoges - Antenne de Brive;;599
555;0210003P;Public;Lycée Prieur de La Côte d'Or;;1271
556;0210006T;Public;Lycée Clos Maire;;515
557;0210015C;Public;Lycée Carnot;;928
558;0210017E;Public;Lycée Montchapet;;928
559;0210018F;Public;Lycée Hippolyte Fontaine;;928
560;0210019G;Public;Lycée Le Castel;;928
561;0210032W;Public;Lycée des métiers de la céramique Henry Moisand;;720
562;0210036A;Public;Lycée agricole Viticole;;515
563;0210047M;Public;Lycée Anna Judic Semur en Auxois;;603
564;0210056X;Public;Lycée professionnel Eugene Guillaume;;932
565;0210071N;Public;Centre de Ressources, d'Expertise et de Performance Sportive de Dijon (CREPS);;928
566;0210092L;Public;École nationale supérieure d’art de Dijon;;928
567;0210096R;Privé hors contrat;Institut National Formations Notariales;;928
568;0210099U;Privé enseignement supérieur;BSB Dijon;;928
569;0211033J;Public;Lycée Gustave Eiffel;;928
570;0211053F;Privé enseignement supérieur;IRTESS;;928
571;0211089V;Privé sous contrat d'association;Lycée Saint Joseph;;928
572;0211090W;Privé sous contrat d'association;Lycée saint bénigne;;928
573;0211091X;Privé sous contrat d'association;Lycée Les Arcades;;928
574;0211135V;Public;Lycée agricole Dijon-Quetigny;;479
575;0211139Z;Public;I.U.T de Dijon;;928
576;0211173L;Public;Lycée agricole Felix Kir;;952
577;0211217J;Public;LEGTA La Barotte - Haute Côte-d'Or;;1218
578;0211356K;Public;Lycée Professionnel Roland Carraz;;352
579;0211472L;Public;IFSI CH Beaune;;515
580;0211473M;Public;IFSI du CHU Dijon;;928
581;0211481W;Public;IFSI de Semur-En-Auxois;;603
582;0211530Z;Privé sous contrat d'association;Maison Familiale et Rurale de Quetigny;;479
583;0211579C;Privé sous contrat d'association;Maison Familiale et Rurale de Semur en Auxois;;603
584;0211599Z;Public;IFSI Croix Rouge Française Quetigny;;479
585;0211986V;Public;Lycée Les Marcs D'Or;;928
586;0212015B;Public;Lycée Simone WEIL;;928
587;0212022J;Privé enseignement supérieur;CENTRE UNIVERSITAIRE CATHOLIQUE DE BOURGOGNE (CUCDB);;928
588;0212045J;Public;Lycée E.J.Marey;;515
589;0212108C;Public;Polytech Dijon;;928
590;0212174Z;Public;Sciences Po - campus de Dijon - Institut d'études politiques;;928
591;0212195Z;Privé enseignement supérieur;ESEO Dijon;;928
592;0212198A;Public;L'institut Agro Dijon;;928
593;0212223C;Public;Université Bourgogne Europe (ex université de Bourgogne;;928
594;0212250G;Privé enseignement supérieur;CESI Campus de Dijon;;479
595;0212252J;Privé enseignement supérieur;ESTP Campus de Dijon;;928
596;0212270D;Privé hors contrat;ECM;;928
597;0212279N;Privé hors contrat;Cours BIOMEDAL;;1281
598;0212296G;Public;Université Bourgogne Europe (ex université de Bourgogne);;928
599;0220013V;Public;Lycée De La Fontaine Des Eaux;;223
600;0220018A;Public;Lycée Auguste Pavie;;327
601;0220019B;Public;Lycée professionnel Jules Verne;;327
602;0220023F;Public;Lycée Felix Le Dantec;;23
603;0220027K;Public;Lycée Fulgence Bienvenue;;913
604;0220056S;Public;Lycée Francois Rabelais;;197
605;0220057T;Public;Lycée Ernest Renan;;197
606;0220058U;Public;Lycée Chaptal;;197
607;0220059V;Public;Lycée professionnel Jean Moulin;;197
608;0220060W;Public;Lycée Eugene Freyssinet;;197
609;0220064A;Public;Lycée professionnel La Closerie;;1184
610;0220065B;Public;Lycée Joseph Savina;;504
611;0220071H;Public;Lycée professionnel Eugene Freyssinet;;197
612;0220094H;Privé sous contrat d'association;Lycée Les Cordeliers Notre Dame de la Victoire;;223
613;0220097L;Privé sous contrat d'association;Lycée-Collège NOTRE-DAME;;327
614;0220102S;Privé sous contrat d'association;Lycée Saint - Joseph - Bossuet;;23
615;0220116G;Privé sous contrat d'association;Lycée/Pôle supérieur Saint BRIEUC;;197
616;0220117H;Privé sous contrat d'association;Lycée Sacre Coeur;;197
617;0220186H;Public;Lycée professionnel Rosa Parks;;142
618;0220196U;Public;Lycée Henri Avril;;760
619;0220470S;Public;Lycée agricole Kernilien;;1085
620;0221031B;Public;Lycée agricole de Merdrignac;;75
621;0221033D;Privé sous contrat d'association;Lycée agricole ESPA;;464
622;0221036G;Public;I.U.T de Lannion;;23
623;0221469C;Public;IFSI CH St Brieuc;;197
624;0221571N;Public;Lycée Kerraoul;;1159
625;0221589H;Privé sous contrat d'association;Lycée St Joseph;;913
626;0221593M;Privé sous contrat d'association;Lycée Pommerit Jaudy;;238
627;0221599U;Public;IFSI CH Dinan;;223
628;0221624W;Public;Lycée professionnel maritime Pierre Loti;;1159
629;0221673Z;Privé sous contrat d'association;Lycée agricole St ILAN;;858
630;0221712S;Privé sous contrat d'association;MFREO de Loudéac;;913
631;0221739W;Privé enseignement supérieur;ASKORIA - Site de Saint-Brieuc;;197
632;0221753L;Public;IFSI CH Lannion;;23
633;0221809X;Public;Ecole Nationale Supérieure des Sciences Appliquées et de Technologie, Université de Rennes;;23
634;0221844K;Privé enseignement supérieur;Facultés libres de l'ouest - UCO - Bretagne Nord;;327
635;0221848P;Public;I.U.T de Saint-Brieuc;;197
636;0221852U;Public;UFR Sciences Sociales - Université de Rennes 2 - Site de Saint-Brieuc;;197
637;0221886F;Public;UFR STAPS - Université de Rennes 2 - Site de Saint-Brieuc;;197
638;0222032P;Public;Université de Rennes (EPE) - Site de Saint-Brieuc;;197
639;0230002C;Public;Lycée Eugène JAMOT;;807
640;0230008J;Public;Lycée professionnel Delphine Gay;;604
641;0230018V;Public;Lycée Des Metiers Du Batiment;;1248
642;0230020X;Public;Lycée Pierre Bourdan;;1257
643;0230025C;Public;Lycée Raymond Loewy;;505
644;0230027E;Public;Lycée professionnel Louis Gaston Roussillat;;748
645;0230030H;Public;Lycée agricole d'Ahun;;71
646;0230051F;Public;Lycée Jean Favard;;1257
647;0230522T;Public;IFSI CH de Gueret;;1257
648;0230602E;Public;I.U.T du Limousin - Site de Guéret;;1257
649;0240005A;Public;Lycée Maine De Biran;;1273
650;0240006B;Public;Lycée des métiers Sud Périgord Hélène Duc;;1273
651;0240007C;Public;Lycée des métiers de l'hôtellerie, de la gastronomie et des services en Périgord Jean Capelle;;1273
652;0240023V;Public;Lycée Agricole La Peyrouse;;901
653;0240024W;Public;Lycée Bertran De Born;;345
654;0240025X;Public;Lycée Laure Gatet;;345
655;0240026Y;Public;Lycée Albert Claveille;;345
656;0240035H;Public;Lycée Général et Technologique Joséphine Baker;;381
657;0240079F;Privé sous contrat d'association;Lycée St-Joseph Sup'St Jo;;345
658;0240092V;Privé sous contrat d'association;Lycée professionnel Chambre Com Et Industrie;;1000
659;0240999F;Public;IFSI CH de Perigueux;;345
660;0241092G;Privé sous contrat d'association;MAISON FAMILIALE RURALE;;345
661;0241131Z;Public;Université de Bordeaux - Antenne de Périgueux;;345
662;0241137F;Public;Lycée Jay De Beaufort;;345
663;0241199Y;Privé sous contrat d'association;Centre de formation au travail sanitaire et social - Fondation John Bost;;1273
664;0241279K;Public;I.U.T de Bordeaux - Site de Périgueux;;345
665;0241328N;Privé enseignement supérieur;IFSI Bagatelle - John Bost Bergerac;;1273
666;0250001R;Public;Lycée professionnel Nelson Mandela;;204
667;0250007X;Public;Lycée Victor Hugo;;663
668;0250008Y;Public;Lycée Louis Pasteur;;663
669;0250010A;Public;Lycée Louis Pergaud;;663
670;0250011B;Public;Lycée Jules Haag;;663
671;0250013D;Public;Lycée professionnel Pierre-Adrien Paris;;663
672;0250030X;Public;Lycée Georges Cuvier;;654
673;0250043L;Public;Lycée Xavier Marmier;;496
674;0250067M;Public;Lycée professionnel Les Huisselets;;654
675;0251018W;Public;I.U.T de Besançon;;663
676;0251021Z;Privé sous contrat d'association;Lycée Saint Paul;;663
677;0251028G;Privé sous contrat d'association;Institution Notre-Dame Saint-Jean - LYCEE;;663
678;0251202W;Public;ENILEA-Lycée-campus Mamirolle;;153
679;0251263M;Public;Lycée agricole Besancon - Lycée Granvelle;;108
680;0251272X;Public;Ecole d'art de Besançon (Institut supérieur des beaux-arts);;663
681;0251288P;Public;Unité de formation et de recherche des sciences de la santé de l'université de Besançon;;663
682;0251477V;Privé sous contrat d'association;Lycée professionnel Agricole François Xavier;;663
683;0251480Y;Privé sous contrat d'association;Lycée agricole et technologique Lasalle;;468
684;0251554D;Public;IFMS - NORD FRANCHE-COMTE;;654
685;0251555E;Public;IFSI CHU Besançon;;663
686;0251582J;Public;INST. FORM. SOINS INFIRMIERS CENTRE HOSPITALIER PONTARLIER;;496
687;0251671F;Public;Lycée Edgar Faure;;324
688;0251711Z;Public;Lycée Claude Nicolas Ledoux;;663
689;0251746M;Privé enseignement supérieur;IRTS de Franche-Comté;;663
690;0251763F;Public;IUT Nord Franche-Comté - Site de Montbéliard;;654
691;0251821U;Public;Université Marie et Louis Pasteur - Université de Franche-Comté (Montbéliard);;654
692;0251888S;Privé enseignement supérieur;ECM Ecole de commerce et management;;663
693;0251994G;Public;Lycée polyvalent Germaine Tillion;;654
694;0251999M;Privé hors contrat;Biomedal;;663
695;0252006V;Public;CREPS de Dijon - Antenne de Besançon;;663
696;0252044L;Public;Université Marie et Louis Pasteur - Université de Franche-Comté;;663
697;0260006R;Public;Lycée F.J. Armorin;;947
698;0260008T;Public;Lycée DU DIOIS;;200
699;0260015A;Public;Lycée Alain Borne;;998
700;0260017C;Public;Lycée Roumanille;;708
701;0260019E;Public;Lycée Dr. Gustave Jaume;;329
702;0260023J;Public;Lycée Du Dauphine;;97
703;0260035X;Public;Lycée CAMILLE VERNET;;1176
704;0260072M;Privé sous contrat d'association;Lycée Saint-Louis;;947
705;0260074P;Privé sous contrat d'association;Lycée Montplaisir;;1176
706;0260113G;Public;Lycée Les Catalins;;998
707;0260765R;Public;Lycée agricole Le Valentin;;1070
708;0260791U;Public;Lycée agricole De Romans Sur Isere;;97
709;0260894F;Public;École supérieure d'art et design Grenoble-Valence - Site de Valence;;1176
710;0260998U;Public;I.U.T de Valence;;1176
711;0261067U;Privé sous contrat d'association;Lycée agricole LES MANDAILLES;;800
712;0261069W;Privé sous contrat d'association;Lycée Drôme Provençale;;42
713;0261097B;Privé sous contrat d'association;MFR Anneyron;;1031
